Category,Carrer Description,Carrer Route,Course Description,course Route,# of Reviews,Comment,Author,Time w/o response
/categorias/produccion-audiovisual/,Producción de Video,/produccion-video/,Curso de Introducción al Lenguaje Audiovisual,/cursos/lenguaje-audiovisual/,349,https://www.platzi.com/comentario/724484/,/@xime-rodriguez,3 días
/categorias/produccion-audiovisual/,Producción de Video,/produccion-video/,Curso de Introducción al Lenguaje Audiovisual,/cursos/lenguaje-audiovisual/,349,https://www.platzi.com/comentario/712903/,/@David-patino,12 días
/categorias/produccion-audiovisual/,Producción de Video,/produccion-video/,Curso de Introducción al Lenguaje Audiovisual,/cursos/lenguaje-audiovisual/,349,https://www.platzi.com/comentario/543132/,/@alejo_lopez,6 meses
/categorias/produccion-audiovisual/,Producción de Video,/produccion-video/,Curso de Introducción al Lenguaje Audiovisual,/cursos/lenguaje-audiovisual/,349,https://www.platzi.com/comentario/348143/,/@oscar-peralta,un año
/categorias/diseno/,Diseño Gráfico,/diseno-grafico/,Curso de Introducción al Diseño,/cursos/fundamentos-diseno/,1135,https://www.platzi.com/comentario/720224/,/@schimangen,6 días
/categorias/diseno/,Diseño Gráfico,/diseno-grafico/,Curso de Introducción al Diseño,/cursos/fundamentos-diseno/,1135,https://www.platzi.com/comentario/712827/,/@schimangen,12 días
/categorias/diseno/,Diseño Gráfico,/diseno-grafico/,Curso de Introducción al Diseño,/cursos/fundamentos-diseno/,1135,https://www.platzi.com/comentario/682516/,/@andreynacarrasco,un mes
/categorias/diseno/,Diseño Gráfico,/diseno-grafico/,Curso de Introducción al Diseño,/cursos/fundamentos-diseno/,1135,https://www.platzi.com/discusiones/1228-fundamentos-diseno/53138-voy-a-comenzar/,/@jcsoftia,7 meses
/categorias/diseno/,Diseño Gráfico,/diseno-grafico/,Curso de Introducción al Diseño,/cursos/fundamentos-diseno/,1135,https://www.platzi.com/comentario/498316/,/@Villegasariel,7 meses
/categorias/diseno/,Diseño Gráfico,/diseno-grafico/,Curso de Introducción al Diseño,/cursos/fundamentos-diseno/,1135,https://www.platzi.com/comentario/497398/,/@iVICH,7 meses
/categorias/diseno/,Diseño Gráfico,/diseno-grafico/,Curso de Introducción al Diseño,/cursos/fundamentos-diseno/,1135,https://www.platzi.com/comentario/497268/,/@octads,7 meses
/categorias/diseno/,Diseño Gráfico,/diseno-grafico/,Curso de Introducción al Diseño,/cursos/fundamentos-diseno/,1135,https://www.platzi.com/comentario/486362/,/@trixtaro,8 meses
/categorias/diseno/,Diseño Gráfico,/diseno-grafico/,Curso de Introducción al Diseño,/cursos/fundamentos-diseno/,1135,https://www.platzi.com/discusiones/1228-fundamentos-diseno/33763-me-parecio-excelente-ete-uro-me-da-una-base-muy-buena-pra-seguir/,/@GianCarloQuiroz,un año
/categorias/diseno/,Diseño Gráfico,/diseno-grafico/,Curso de Introducción al Diseño,/cursos/fundamentos-diseno/,1135,https://www.platzi.com/comentario/351810/,/@carlos.mauricio,un año
/categorias/marketing/,Inbound Marketing,/inbound-marketing/,Curso de Introducción al Marketing Digital,/cursos/introduccion-marketing/,1149,https://www.platzi.com/comentario/729234/,/@RobertMhn,3 horas
/categorias/marketing/,Inbound Marketing,/inbound-marketing/,Curso de Introducción al Marketing Digital,/cursos/introduccion-marketing/,1149,https://www.platzi.com/comentario/728750/,/@LeoLawliet,7 horas
/categorias/marketing/,Inbound Marketing,/inbound-marketing/,Curso de Introducción al Marketing Digital,/cursos/introduccion-marketing/,1149,https://www.platzi.com/comentario/723410/,/@LeoLawliet,4 días
/categorias/marketing/,Inbound Marketing,/inbound-marketing/,Curso de Introducción al Marketing Digital,/cursos/introduccion-marketing/,1149,https://www.platzi.com/comentario/721356/,/@jeffersondanielbarcenascalero,5 días
/categorias/marketing/,Inbound Marketing,/inbound-marketing/,Curso de Introducción al Marketing Digital,/cursos/introduccion-marketing/,1149,https://www.platzi.com/comentario/720571/,/@felipe11,6 días
/categorias/marketing/,Inbound Marketing,/inbound-marketing/,Curso de Introducción al Marketing Digital,/cursos/introduccion-marketing/,1149,https://www.platzi.com/comentario/719564/,/@jo-naranjo,7 días
/categorias/marketing/,Inbound Marketing,/inbound-marketing/,Curso de Introducción al Marketing Digital,/cursos/introduccion-marketing/,1149,https://www.platzi.com/comentario/668225/,/@angeltejada,un mes
/categorias/marketing/,Inbound Marketing,/inbound-marketing/,Curso de Introducción al Marketing Digital,/cursos/introduccion-marketing/,1149,https://www.platzi.com/comentario/714573/,/@erick-antelo,10 días
/categorias/marketing/,Inbound Marketing,/inbound-marketing/,Curso de Introducción al Marketing Digital,/cursos/introduccion-marketing/,1149,https://www.platzi.com/comentario/714192/,/@andresbello,11 días
/categorias/marketing/,Inbound Marketing,/inbound-marketing/,Curso de Introducción al Marketing Digital,/cursos/introduccion-marketing/,1149,https://www.platzi.com/comentario/702656/,/@andresbello,18 días
/categorias/desarrollo/,Seguridad Informática,/seguridad-informatica/,Introducción a Terminal y Línea de Comandos,/cursos/terminal/,2061,https://www.platzi.com/comentario/727427/,/@diego_acero,un día
/categorias/desarrollo/,Seguridad Informática,/seguridad-informatica/,Introducción a Terminal y Línea de Comandos,/cursos/terminal/,2061,https://www.platzi.com/comentario/706855/,/@freddymm,15 días
/categorias/desarrollo/,Seguridad Informática,/seguridad-informatica/,Introducción a Terminal y Línea de Comandos,/cursos/terminal/,2061,https://www.platzi.com/comentario/702862/,/@daniel_ortiz,18 días
/categorias/desarrollo/,Seguridad Informática,/seguridad-informatica/,Introducción a Terminal y Línea de Comandos,/cursos/terminal/,2061,https://www.platzi.com/comentario/498363/,/@hastorojas,7 meses
/categorias/desarrollo/,Seguridad Informática,/seguridad-informatica/,Introducción a Terminal y Línea de Comandos,/cursos/terminal/,2061,https://www.platzi.com/comentario/606479/,/@cesardavid69,3 meses
/categorias/desarrollo/,Seguridad Informática,/seguridad-informatica/,Introducción a Terminal y Línea de Comandos,/cursos/terminal/,2061,https://www.platzi.com/discusiones/1276-terminal/54577-excelente-explicacion-3/,/@carlosadiel,6 meses
/categorias/desarrollo/,Seguridad Informática,/seguridad-informatica/,Introducción a Terminal y Línea de Comandos,/cursos/terminal/,2061,https://www.platzi.com/comentario/492360/,/@wilderferneyquinterovanegas,7 meses
/categorias/desarrollo/,Seguridad Informática,/seguridad-informatica/,Introducción a Terminal y Línea de Comandos,/cursos/terminal/,2061,https://www.platzi.com/comentario/454492/,/@zarza-raul,9 meses
/categorias/desarrollo/,Seguridad Informática,/seguridad-informatica/,Introducción a Terminal y Línea de Comandos,/cursos/terminal/,2061,https://www.platzi.com/comentario/438302/,/@ger2712,9 meses
/categorias/desarrollo/,Seguridad Informática,/seguridad-informatica/,Introducción a Terminal y Línea de Comandos,/cursos/terminal/,2061,https://www.platzi.com/comentario/434043/,/@jesushenriquez,9 meses
/categorias/crecimiento-profesional/,Crecimiento Profesional,/habilidades-blandas/,Curso de Estrategias para Aprender en Línea Efectivamente,/cursos/aprender/,816,https://www.platzi.com/comentario/681993/,/@oliverurquidi,un mes
/categorias/crecimiento-profesional/,Crecimiento Profesional,/habilidades-blandas/,Curso de Estrategias para Aprender en Línea Efectivamente,/cursos/aprender/,816,https://www.platzi.com/comentario/688626/,/@adela-oliveros,un mes
/categorias/crecimiento-profesional/,Crecimiento Profesional,/habilidades-blandas/,Curso de Estrategias para Aprender en Línea Efectivamente,/cursos/aprender/,816,https://www.platzi.com/comentario/703147/,/@alexis-davila-mundo,18 días
/categorias/crecimiento-profesional/,Crecimiento Profesional,/habilidades-blandas/,Curso de Estrategias para Aprender en Línea Efectivamente,/cursos/aprender/,816,https://www.platzi.com/comentario/639275/,/@joel123quezada,2 meses
/categorias/negocios/,Blockchain y Criptomonedas,/blockchain-criptomonedas/,Curso de Inversión en Criptomonedas,/cursos/inversion-criptomonedas/,262,https://www.platzi.com/comentario/627510/,/@alexisjacobohernandez,3 meses
/categorias/negocios/,Blockchain y Criptomonedas,/blockchain-criptomonedas/,Curso de Inversión en Criptomonedas,/cursos/inversion-criptomonedas/,262,https://www.platzi.com/comentario/696374/,/@nahuelrprieto,21 días
/categorias/negocios/,Blockchain y Criptomonedas,/blockchain-criptomonedas/,Curso de Inversión en Criptomonedas,/cursos/inversion-criptomonedas/,262,https://www.platzi.com/comentario/682236/,/@fcandela1988,un mes
/categorias/negocios/,Blockchain y Criptomonedas,/blockchain-criptomonedas/,Curso de Inversión en Criptomonedas,/cursos/inversion-criptomonedas/,262,https://www.platzi.com/comentario/660504/,/@crloshro,2 meses
/categorias/negocios/,Blockchain y Criptomonedas,/blockchain-criptomonedas/,Curso de Inversión en Criptomonedas,/cursos/inversion-criptomonedas/,262,https://www.platzi.com/comentario/645890/,/@pardo092,2 meses
/categorias/negocios/,Blockchain y Criptomonedas,/blockchain-criptomonedas/,Curso de Inversión en Criptomonedas,/cursos/inversion-criptomonedas/,262,https://www.platzi.com/comentario/619737/,/@moviedo,3 meses
/categorias/negocios/,Blockchain y Criptomonedas,/blockchain-criptomonedas/,Curso de Inversión en Criptomonedas,/cursos/inversion-criptomonedas/,262,https://www.platzi.com/comentario/521900/,/@andres-mauricio808,6 meses
/categorias/negocios/,Blockchain y Criptomonedas,/blockchain-criptomonedas/,Curso de Inversión en Criptomonedas,/cursos/inversion-criptomonedas/,262,https://www.platzi.com/comentario/604934/,/@AlejoVen2020,3 meses
/categorias/negocios/,Blockchain y Criptomonedas,/blockchain-criptomonedas/,Curso de Inversión en Criptomonedas,/cursos/inversion-criptomonedas/,262,https://www.platzi.com/comentario/602769/,/@AlejoVen2020,3 meses
/categorias/negocios/,Blockchain y Criptomonedas,/blockchain-criptomonedas/,Curso de Inversión en Criptomonedas,/cursos/inversion-criptomonedas/,262,https://www.platzi.com/comentario/578703/,/@cris-tian,4 meses
/categorias/produccion-audiovisual/,Fotografía,/profesional-fotografia/,Curso de Fundamentos de Fotografía,/cursos/fotografia/,56,https://www.platzi.com/comentario/638351/,/@veronicacarcanoventura,2 meses
/categorias/diseno/,Diseño Gráfico,/diseno-grafico/,Curso de Introducción al Diseño,/cursos/fundamentos-diseno/,1135,https://www.platzi.com/comentario/720224/,/@schimangen,6 días
/categorias/diseno/,Diseño Gráfico,/diseno-grafico/,Curso de Introducción al Diseño,/cursos/fundamentos-diseno/,1135,https://www.platzi.com/comentario/712827/,/@schimangen,12 días
/categorias/diseno/,Diseño Gráfico,/diseno-grafico/,Curso de Introducción al Diseño,/cursos/fundamentos-diseno/,1135,https://www.platzi.com/comentario/682516/,/@andreynacarrasco,un mes
/categorias/diseno/,Diseño Gráfico,/diseno-grafico/,Curso de Introducción al Diseño,/cursos/fundamentos-diseno/,1135,https://www.platzi.com/discusiones/1228-fundamentos-diseno/53138-voy-a-comenzar/,/@jcsoftia,7 meses
/categorias/diseno/,Diseño Gráfico,/diseno-grafico/,Curso de Introducción al Diseño,/cursos/fundamentos-diseno/,1135,https://www.platzi.com/comentario/498316/,/@Villegasariel,7 meses
/categorias/diseno/,Diseño Gráfico,/diseno-grafico/,Curso de Introducción al Diseño,/cursos/fundamentos-diseno/,1135,https://www.platzi.com/comentario/497398/,/@iVICH,7 meses
/categorias/diseno/,Diseño Gráfico,/diseno-grafico/,Curso de Introducción al Diseño,/cursos/fundamentos-diseno/,1135,https://www.platzi.com/comentario/497268/,/@octads,7 meses
/categorias/diseno/,Diseño Gráfico,/diseno-grafico/,Curso de Introducción al Diseño,/cursos/fundamentos-diseno/,1135,https://www.platzi.com/comentario/486362/,/@trixtaro,8 meses
/categorias/diseno/,Diseño Gráfico,/diseno-grafico/,Curso de Introducción al Diseño,/cursos/fundamentos-diseno/,1135,https://www.platzi.com/discusiones/1228-fundamentos-diseno/33763-me-parecio-excelente-ete-uro-me-da-una-base-muy-buena-pra-seguir/,/@GianCarloQuiroz,un año
/categorias/diseno/,Diseño Gráfico,/diseno-grafico/,Curso de Introducción al Diseño,/cursos/fundamentos-diseno/,1135,https://www.platzi.com/comentario/351810/,/@carlos.mauricio,un año
/categorias/marketing/,Outbound Marketing,/outbound-marketing/,Curso de Introducción al Marketing Digital,/cursos/introduccion-marketing/,1149,https://www.platzi.com/comentario/729234/,/@RobertMhn,3 horas
/categorias/marketing/,Outbound Marketing,/outbound-marketing/,Curso de Introducción al Marketing Digital,/cursos/introduccion-marketing/,1149,https://www.platzi.com/comentario/728750/,/@LeoLawliet,7 horas
/categorias/marketing/,Outbound Marketing,/outbound-marketing/,Curso de Introducción al Marketing Digital,/cursos/introduccion-marketing/,1149,https://www.platzi.com/comentario/723410/,/@LeoLawliet,4 días
/categorias/marketing/,Outbound Marketing,/outbound-marketing/,Curso de Introducción al Marketing Digital,/cursos/introduccion-marketing/,1149,https://www.platzi.com/comentario/721356/,/@jeffersondanielbarcenascalero,5 días
/categorias/marketing/,Outbound Marketing,/outbound-marketing/,Curso de Introducción al Marketing Digital,/cursos/introduccion-marketing/,1149,https://www.platzi.com/comentario/720571/,/@felipe11,6 días
/categorias/marketing/,Outbound Marketing,/outbound-marketing/,Curso de Introducción al Marketing Digital,/cursos/introduccion-marketing/,1149,https://www.platzi.com/comentario/719564/,/@jo-naranjo,7 días
/categorias/marketing/,Outbound Marketing,/outbound-marketing/,Curso de Introducción al Marketing Digital,/cursos/introduccion-marketing/,1149,https://www.platzi.com/comentario/668225/,/@angeltejada,un mes
/categorias/marketing/,Outbound Marketing,/outbound-marketing/,Curso de Introducción al Marketing Digital,/cursos/introduccion-marketing/,1149,https://www.platzi.com/comentario/714573/,/@erick-antelo,10 días
/categorias/marketing/,Outbound Marketing,/outbound-marketing/,Curso de Introducción al Marketing Digital,/cursos/introduccion-marketing/,1149,https://www.platzi.com/comentario/714192/,/@andresbello,11 días
/categorias/marketing/,Outbound Marketing,/outbound-marketing/,Curso de Introducción al Marketing Digital,/cursos/introduccion-marketing/,1149,https://www.platzi.com/comentario/702656/,/@andresbello,18 días
