'Category', 'Carrer Description', 'Carrer Route', 'Course Description', 'course Route', '# of Reviews', 'Comment', 'Author', 'Question', 'Time w/o response', '# of responses'
'https://www.platzi.com/categorias/desarrollo/', 'Desarrollo con Angular', 'https://www.platzi.com/desarrollo-angular/', 'Curso Gratis de Programación Básica', '/clases/programacion-basica/', '10230', '/comentario/721856/', '/@leandro-bayer', 'Excelente!', '4 días', '0respuestas'
'https://www.platzi.com/categorias/desarrollo/', 'Desarrollo con Angular', 'https://www.platzi.com/desarrollo-angular/', 'Curso Gratis de Programación Básica', '/clases/programacion-basica/', '10230', '/comentario/695218/', '/@CarlosMena', 'Gracias :3', '21 días', '0respuestas'
'https://www.platzi.com/categorias/desarrollo/', 'Desarrollo con Angular', 'https://www.platzi.com/desarrollo-angular/', 'Curso Gratis de Programación Básica', '/clases/programacion-basica/', '10230', '/comentario/681001/', '/@gustavoenievesb', 'Gracias Fernando Alejandro, era eso, instale Node y resuelto el problema.', 'un mes', '0respuestas'
'https://www.platzi.com/categorias/desarrollo/', 'Desarrollo con Angular', 'https://www.platzi.com/desarrollo-angular/', 'Curso Gratis de Programación Básica', '/clases/programacion-basica/', '10230', '/comentario/682870/', '/@DiegoAdrianSanchez', 'primero hay que hacer el algoritmo y encontrar  como funciona el problema', 'un mes', '0respuestas'
'https://www.platzi.com/categorias/desarrollo/', 'Desarrollo con Angular', 'https://www.platzi.com/desarrollo-angular/', 'Curso Gratis de Programación Básica', '/clases/programacion-basica/', '10230', '/comentario/405656/', '/@n98hernandezv', 'Cuando hago lo de multiplicar un número aleatorio entre 1 - 5 y lo multiplico por 80, no queda ninguna imagen encima de la otra.\nCómo hag...', 'un año', '0respuestas'
'https://www.platzi.com/categorias/desarrollo/', 'Desarrollo con Angular', 'https://www.platzi.com/desarrollo-angular/', 'Curso Gratis de Programación Básica', '/clases/programacion-basica/', '10230', '/comentario/459070/', '/@j-david-vcj', 'Nice', '8 meses', '0respuestas'
'https://www.platzi.com/categorias/desarrollo/', 'Desarrollo con Angular', 'https://www.platzi.com/desarrollo-angular/', 'Curso Gratis de Programación Básica', '/clases/programacion-basica/', '10230', '/discusiones/1050-programacion-basica/27053-alguien-ha-usado-transmit-de-mac-para-conexiones-ssh-necesito-ayuda/', '/@marckdiaz_', 'Alguien ha usado transmit de mac para conexiones SSH necesito ayuda', '3 años', '0respuestas'
'https://www.platzi.com/categorias/desarrollo/', 'Desarrollo con Angular', 'https://www.platzi.com/desarrollo-angular/', 'Curso Gratis de Programación Básica', '/clases/programacion-basica/', '10230', '/comentario/710774/', '/@gustavoantoniobermúdezgómez', 'Yo no tengo la opción de las extensiones, me lo pone solo con el símbolo del navegador 😦', '12 días', '0respuestas'
'https://www.platzi.com/categorias/desarrollo/', 'Desarrollo con Angular', 'https://www.platzi.com/desarrollo-angular/', 'Curso Gratis de Programación Básica', '/clases/programacion-basica/', '10230', '/discusiones/1050-programacion-basica/48777-muy-bueno-5/', '/@kusiska-hugo-laza-barboza', 'Muy bueno!!!', '8 meses', '0respuestas'
'https://www.platzi.com/categorias/desarrollo/', 'Desarrollo con Angular', 'https://www.platzi.com/desarrollo-angular/', 'Curso Gratis de Programación Básica', '/clases/programacion-basica/', '10230', '/discusiones/1050-programacion-basica/27782-que-empieze-el-juego/', '/@Briggittehack97', 'Que empieze el juego!!!!!!!!', '2 años', '0respuestas'
'https://www.platzi.com/categorias/desarrollo/', 'Desarrollo con Angular', 'https://www.platzi.com/desarrollo-angular/', 'Curso de Desarrollo Web Online', '/clases/html5-css3/', '2691', '/comentario/687157/', '/@carol-gineth-rincon', '¿verde?', 'un mes', '0respuestas'
'https://www.platzi.com/categorias/desarrollo/', 'Desarrollo con Angular', 'https://www.platzi.com/desarrollo-angular/', 'Curso de Desarrollo Web Online', '/clases/html5-css3/', '2691', '/comentario/684485/', '/@DaniGuerraB', 'El h3 que utilizamos luego de la etiqueta FIGURE representa la etiqueta &lt;figcaption&gt;?\n¿Es mejor usar cual?', 'un mes', '0respuestas'
'https://www.platzi.com/categorias/desarrollo/', 'Desarrollo con Angular', 'https://www.platzi.com/desarrollo-angular/', 'Curso de Desarrollo Web Online', '/clases/html5-css3/', '2691', '/comentario/682756/', '/@nicolas-romero810', 'rosado', 'un mes', '0respuestas'
